DireccionID,Calle,Colonia,NumeroInterior,NumeroExterior,CP,Estado,Ciudad,UsuarioID,Referencias,Lat,Long,PedidosTotalesMes
216,Calle Miguel Hidalgo,Tehuetlan,,15,43000,Hidalgo,Huejutla de Reyes,12,A un lado del Jardín de Niños,21.1449,-98.4258,21
217,Calle Luis Donaldo Colosio,Tehuetlan,,16,43000,Hidalgo,Huejutla de Reyes,12,Frente a la Universidad,21.145,-98.426,33
218,Calle Ignacio Zaragoza,Tehuetlan,,17,43000,Hidalgo,Huejutla de Reyes,12,Cerca del Supermercado,21.1443,-98.4263,32
219,Calle Vicente Guerrero,Tehuetlan,,18,43000,Hidalgo,Huejutla de Reyes,12,Junto al Parque Infantil,21.1447,-98.4265,32
220,Calle Ignacio Allende,Tehuetlan,,19,43000,Hidalgo,Huejutla de Reyes,12,Frente a la Plaza,21.1444,-98.4268,28
221,Calle Juan Escutia,Las Flores,,6,43000,Hidalgo,Huejutla de Reyes,9,Cerca del Centro Cultural,21.1502,-98.4256,33
222,Calle Miguel Hidalgo,Centro,,9,43000,Hidalgo,Huejutla de Reyes,12,Cerca del Jardín Principal,21.149,-98.4264,21
223,Calle Adolfo López Mateos,Las Mercedes,,10,43000,Hidalgo,Huejutla de Reyes,13,A un lado de la Plaza de Toros,21.1473,-98.4115,21
224,Calle Francisco Villa,San José,,11,43000,Hidalgo,Huejutla de Reyes,14,Cerca del Instituto Tecnológico,21.1504,-98.4238,27
225,Calle Joséfa Ortiz de Domínguez,La Candelaria,,13,43000,Hidalgo,Huejutla de Reyes,16,A un lado del Centro de Salud,21.1489,-98.4254,21
226,Calle Manuel Robles,San Miguel,,14,43000,Hidalgo,Huejutla de Reyes,17,Cerca de la Casa de la Cultura,21.1515,-98.4222,29
227,Calle Mariana Rodríguez,San Andrés,,15,43000,Hidalgo,Huejutla de Reyes,18,Frente al Centro Cultural,21.1491,-98.4187,21
228,Calle Alfredo Nobel,La Esperanza,,16,43000,Hidalgo,Huejutla de Reyes,19,Cerca del Centro Deportivo,21.1524,-98.4206,16
229,Calle Ignacio Aldama,El Progreso,,17,43000,Hidalgo,Huejutla de Reyes,20,Frente al Supermercado,21.1483,-98.414,21
230,Calle Venustiano Carranza,La Cruz,,18,43000,Hidalgo,Huejutla de Reyes,21,Cerca del Centro Comercial,21.1466,-98.4198,31
231,Calle Ignacio Zaragoza,La Rivera,,20,43000,Hidalgo,Huejutla de Reyes,23,Frente a la Clínica,21.1498,-98.4268,21
232,Calle Emiliano Zapata,El Rancho,,21,43000,Hidalgo,Huejutla de Reyes,24,Cerca del Parque Ecológico,21.1461,-98.4155,29
233,Calle Francisco I. Madero,La Joya,,22,43000,Hidalgo,Huejutla de Reyes,25,Frente al Estadio,21.1474,-98.4221,21
234,Calle Benito Juárez,La Esperanza,,23,43000,Hidalgo,Huejutla de Reyes,26,A un lado del Centro de Salud,21.149,-98.418,21
235,Calle José María Morelos,El Álamo,,24,43000,Hidalgo,Huejutla de Reyes,27,Cerca del Centro Cultural,21.1518,-98.4242,33
236,Calle Miguel Hidalgo,San Luis,,25,43000,Hidalgo,Huejutla de Reyes,28,Frente al Supermercado,21.1501,-98.4178,28
237,Calle Adolfo López Mateos,El Sol,,26,43000,Hidalgo,Huejutla de Reyes,29,A un lado del Jardín Principal,21.1527,-98.4214,31
238,Calle Francisco Villa,Santa Teresa,,27,43000,Hidalgo,Huejutla de Reyes,30,Cerca del Parque Infantil,21.1493,-98.4149,21
239,Calle Juan Pablo II,La Misión,,28,43000,Hidalgo,Huejutla de Reyes,31,Frente al Centro Médico,21.1519,-98.4184,27
240,Calle Joséfa Ortiz de Domínguez,Los Pinos,,29,43000,Hidalgo,Huejutla de Reyes,32,A un lado del Mercado Municipal,21.1479,-98.4261,21
241,Calle Manuel Robles,La Cima,,30,43000,Hidalgo,Huejutla de Reyes,33,Cerca de la Plaza de Toros,21.1508,-98.4173,31
242,Calle Mariana Rodríguez,San Francisco,,331,43000,Hidalgo,Huejutla de Reyes,34,Frente a la Clínica de Salud,21.154,-98.4073,33
243,Calle Alfredo Nobel,La Victoria,,332,43000,Hidalgo,Huejutla de Reyes,35,Cerca del Centro Deportivo,21.1492,-98.4107,21
244,Calle Ignacio Aldama,San Nicolás,,333,43000,Hidalgo,Huejutla de Reyes,36,Frente a la Biblioteca Pública,21.1514,-98.4062,31
245,Calle Venustiano Carranza,La Libertad,,334,43000,Hidalgo,Huejutla de Reyes,37,Cerca del Estadio,21.153,-98.4079,31
246,Calle Benito Juárez,La Palma,,335,43000,Hidalgo,Huejutla de Reyes,1,Cerca de la Escuela Primaria,21.1465,-98.4034,33
247,Calle Francisco I. Madero,San Juan,,336,43000,Hidalgo,Huejutla de Reyes,3,Frente al Mercado Municipal,21.1482,-98.4084,21
248,Calle Emiliano Zapata,El Rosario,,337,43000,Hidalgo,Huejutla de Reyes,4,Cerca del Parque Ecológico,21.152,-98.4052,29
249,Calle Lázaro Cárdenas,Santa Clara,,338,43000,Hidalgo,Huejutla de Reyes,5,A un lado del Centro Comercial,21.151,-98.4038,26
250,Calle José María Morelos,San Pedro,,339,43000,Hidalgo,Huejutla de Reyes,6,Frente a la Clínica de Salud,21.1531,-98.4079,33
251,Calle Juan Escutia,Las Flores,,340,43000,Hidalgo,Huejutla de Reyes,9,Cerca del Centro Cultural,21.1459,-98.4089,29
252,Calle Vicente Guerrero,Tehuetlan,,341,43000,Hidalgo,Huejutla de Reyes,10,A un lado del Centro de Idiomas,21.1478,-98.4061,21
253,Calle Ignacio López Rayón,El Castillo,,342,43000,Hidalgo,Huejutla de Reyes,11,Frente al Supermercado,21.1512,-98.4059,16
254,Calle Miguel Hidalgo,Centro,,343,43000,Hidalgo,Huejutla de Reyes,12,Cerca del Jardín Principal,21.1496,-98.4077,21
255,Calle Adolfo López Mateos,Las Mercedes,,344,43000,Hidalgo,Huejutla de Reyes,13,A un lado de la Plaza de Toros,21.1489,-98.4036,21
256,Calle Francisco Villa,San José,,345,43000,Hidalgo,Huejutla de Reyes,14,Cerca del Instituto Tecnológico,21.1504,-98.4051,32
257,Calle Juan Pablo II,Tehuetlan,,346,43000,Hidalgo,Huejutla de Reyes,15,Frente al Centro Médico,21.1533,-98.4068,33
258,Calle Joséfa Ortiz de Domínguez,La Candelaria,,347,43000,Hidalgo,Huejutla de Reyes,16,A un lado del Centro de Salud,21.1453,-98.4104,29
259,Calle Manuel Robles,San Miguel,,348,43000,Hidalgo,Huejutla de Reyes,17,Cerca de la Casa de la Cultura,21.152,-98.4052,33
260,Calle Mariana Rodríguez,San Andrés,,349,43000,Hidalgo,Huejutla de Reyes,18,Frente al Centro Cultural,21.1499,-98.4095,21
261,Calle Alfredo Nobel,La Esperanza,,350,43000,Hidalgo,Huejutla de Reyes,19,Cerca del Centro Deportivo,21.1466,-98.4064,29
262,Calle Ignacio Aldama,El Progreso,,351,43000,Hidalgo,Huejutla de Reyes,20,Frente al Supermercado,21.1505,-98.407,29
263,Calle Venustiano Carranza,La Cruz,,352,43000,Hidalgo,Huejutla de Reyes,21,Cerca del Centro Comercial,21.1535,-98.4055,16
264,Calle Pedro Moreno,Las Ánimas,,353,43000,Hidalgo,Huejutla de Reyes,22,A un lado del Mercado Municipal,21.1484,-98.4076,21
265,Calle Ignacio Zaragoza,La Rivera,,354,43000,Hidalgo,Huejutla de Reyes,23,Frente a la Clínica,21.149,-98.4065,21
266,Calle Emiliano Zapata,El Rancho,,355,43000,Hidalgo,Huejutla de Reyes,24,Cerca del Parque Ecológico,21.153,-98.405,33
267,Calle Francisco I. Madero,La Joya,,356,43000,Hidalgo,Huejutla de Reyes,25,Frente al Estadio,21.1514,-98.4086,32
268,Calle Benito Juárez,La Esperanza,,357,43000,Hidalgo,Huejutla de Reyes,26,A un lado del Centro de Salud,21.1521,-98.4054,27
269,Calle José María Morelos,El Álamo,,358,43000,Hidalgo,Huejutla de Reyes,27,Cerca del Centro Cultural,21.1543,-98.4075,27
270,Calle Miguel Hidalgo,San Luis,,359,43000,Hidalgo,Huejutla de Reyes,28,Frente al Supermercado,21.1509,-98.4096,31
271,Calle Adolfo López Mateos,El Sol,,360,43000,Hidalgo,Huejutla de Reyes,29,A un lado del Jardín Principal,21.153,-98.4059,16
272,Calle Francisco Villa,Santa Teresa,,361,43000,Hidalgo,Huejutla de Reyes,30,Cerca del Parque Infantil,21.1475,-98.407,21
273,Calle Juan Pablo II,La Misión,,362,43000,Hidalgo,Huejutla de Reyes,31,Frente al Centro Médico,21.1494,-98.4056,21
274,Calle Joséfa Ortiz de Domínguez,Los Pinos,,363,43000,Hidalgo,Huejutla de Reyes,32,A un lado del Mercado Municipal,21.1536,-98.4074,33
275,Calle Manuel Robles,La Cima,,364,43000,Hidalgo,Huejutla de Reyes,33,Cerca de la Plaza de Toros,21.1469,-98.408,32
276,Calle Mariana Rodríguez,San Francisco,,365,43000,Hidalgo,Huejutla de Reyes,34,Frente a la Clínica de Salud,21.1541,-98.4062,33
277,Calle Alfredo Nobel,La Victoria,,366,43000,Hidalgo,Huejutla de Reyes,35,Cerca del Centro Deportivo,21.1479,-98.4053,21
278,Calle Ignacio Aldama,San Nicolás,,367,43000,Hidalgo,Huejutla de Reyes,36,Frente a la Biblioteca Pública,21.1527,-98.4087,27
279,Calle Venustiano Carranza,La Libertad,,368,43000,Hidalgo,Huejutla de Reyes,37,Cerca del Estadio,21.1542,-98.4058,32
281,Calle Libertad,San Antonio,,402,43000,Hidalgo,Huejutla de Reyes,2,Frente al Banco,21.1311,-98.4237,15
284,Calle Juárez,Las Lomas,,405,43000,Hidalgo,Huejutla de Reyes,5,Frente a la Biblioteca,21.134,-98.428,13
286,Calle Zapata,San Juan,,407,43000,Hidalgo,Huejutla de Reyes,7,A un lado del Hospital,21.1302,-98.4248,8
287,Calle Villalongín,Santa Clara,,408,43000,Hidalgo,Huejutla de Reyes,8,Frente al Colegio,21.1329,-98.4261,12
290,Calle Carranza,El Rosario,,411,43000,Hidalgo,Huejutla de Reyes,11,A un lado del Centro de Salud,21.1336,-98.4256,10
292,Calle Salazar,El Paraíso,,413,43000,Hidalgo,Huejutla de Reyes,13,Frente a la Escuela,21.1324,-98.4287,13
293,Calle Pino Suárez,Santa Rita,,414,43000,Hidalgo,Huejutla de Reyes,14,Cerca del Mercado,21.1307,-98.426,8
296,Calle Juan de la Barrera,Las Brisas,,417,43000,Hidalgo,Huejutla de Reyes,17,Cerca del Centro Comercial,21.1345,-98.4281,17
299,Calle Querétaro,La Esperanza,,420,43000,Hidalgo,Huejutla de Reyes,20,Frente al Supermercado,21.1334,-98.4257,14
301,Calle Morelos,El Progreso,,422,43000,Hidalgo,Huejutla de Reyes,22,Frente al Jardín,21.1304,-98.4227,8
302,Calle Lerdo de Tejada,La Victoria,,423,43000,Hidalgo,Huejutla de Reyes,23,Cerca del Mercado Municipal,21.1321,-98.4273,12
305,Calle Hidalgo,San Juan,,426,43000,Hidalgo,Huejutla de Reyes,26,Frente al Parque,21.1342,-98.4292,18
307,Calle Allende,El Encino,,428,43000,Hidalgo,Huejutla de Reyes,28,Frente al Supermercado,21.1339,-98.4245,16
310,Calle Simón Bolívar,San Andrés,,431,43000,Hidalgo,Huejutla de Reyes,31,Cerca del Parque Infantil,21.131,-98.4289,15
312,Calle Lerdo de Tejada,Santa Clara,,433,43000,Hidalgo,Huejutla de Reyes,33,Cerca del Mercado,21.1325,-98.4258,13
315,Calle Francisco Villa,El Sol,,436,43000,Hidalgo,Huejutla de Reyes,36,Frente a la Biblioteca,21.1332,-98.4251,16
317,Calle Ignacio Allende,La Rivera,,438,43000,Hidalgo,Huejutla de Reyes,38,Frente al Centro Comercial,21.1323,-98.4268,13
319,Calle Galeana,La Palma,,440,43000,Hidalgo,Huejutla de Reyes,40,Frente al Mercado Municipal,21.1318,-98.4231,15
321,Calle Villalongín,Santa Rita,,442,43000,Hidalgo,Huejutla de Reyes,42,Frente a la Farmacia,21.13,-98.4266,9
322,Calle 16 de Septiembre,La Cruz,,443,43000,Hidalgo,Huejutla de Reyes,43,Cerca del Jardín Principal,21.1346,-98.4252,18
324,Calle Adolfo López Mateos,Las Mercedes,,445,43000,Hidalgo,Huejutla de Reyes,45,Cerca del Mercado,21.133,-98.4254,14
326,Calle Benito Juárez,La Esperanza,,447,43000,Hidalgo,Huejutla de Reyes,47,Cerca de la Clínica,21.1305,-98.4242,10
328,Calle Ignacio López Rayón,El Álamo,,449,43000,Hidalgo,Huejutla de Reyes,49,Cerca del Parque Infantil,21.1338,-98.4263,16
330,Calle 1 de Mayo,El Encino,,401,43000,Hidalgo,Huejutla de Reyes,1,Cerca de la Plaza,21.1511,-98.4092,27
331,Calle Libertad,San Antonio,,402,43000,Hidalgo,Huejutla de Reyes,3,Frente al Banco,21.1523,-98.4056,16
332,Calle Morelos,El Roble,,403,43000,Hidalgo,Huejutla de Reyes,4,Cerca de la Iglesia,21.1534,-98.4074,33
333,Calle Reforma,La Palma,,404,43000,Hidalgo,Huejutla de Reyes,5,A un lado del Mercado,21.1545,-98.4038,31
334,Calle Juárez,Las Lomas,,405,43000,Hidalgo,Huejutla de Reyes,6,Frente a la Biblioteca,21.1556,-98.4083,16
335,Calle Hidalgo,Carmen,,406,43000,Hidalgo,Huejutla de Reyes,9,Cerca del Parque,21.1567,-98.4027,16
336,Calle Zapata,San Juan,,407,43000,Hidalgo,Huejutla de Reyes,10,A un lado del Hospital,21.1578,-98.4045,33
337,Calle Villalongín,Santa Clara,,408,43000,Hidalgo,Huejutla de Reyes,11,Frente al Colegio,21.1589,-98.4062,28
338,Calle Coyoacán,Los Molinos,,409,43000,Hidalgo,Huejutla de Reyes,12,Cerca del Supermercado,21.1501,-98.408,33
339,Calle Insurgentes,La Merced,,410,43000,Hidalgo,Huejutla de Reyes,13,Frente a la Farmacia,21.1512,-98.4019,16
340,Calle Carranza,El Rosario,,411,43000,Hidalgo,Huejutla de Reyes,14,A un lado del Centro de Salud,21.1523,-98.4053,29
341,Calle Galindo,Las Flores,,412,43000,Hidalgo,Huejutla de Reyes,15,Cerca de la Plaza de Toros,21.1534,-98.4037,33
342,Calle Salazar,El Paraíso,,413,43000,Hidalgo,Huejutla de Reyes,16,Frente a la Escuela,21.1545,-98.4072,29
343,Calle Pino Suárez,Santa Rita,,414,43000,Hidalgo,Huejutla de Reyes,17,Cerca del Mercado,21.1556,-98.4046,26
344,Calle 5 de Febrero,El Mirador,,415,43000,Hidalgo,Huejutla de Reyes,18,Frente a la Clínica,21.1567,-98.4025,33
345,Calle Gómez Farías,La Joya,,416,43000,Hidalgo,Huejutla de Reyes,19,A un lado del Parque,21.1578,-98.4091,27
346,Calle Juan de la Barrera,Las Brisas,,417,43000,Hidalgo,Huejutla de Reyes,20,Cerca del Centro Comercial,21.1589,-98.4085,31
347,Calle Benjamín Hill,San Rafael,,418,43000,Hidalgo,Huejutla de Reyes,21,Frente a la Biblioteca,21.1502,-98.4042,31
348,Calle Matamoros,El Álamo,,419,43000,Hidalgo,Huejutla de Reyes,22,A un lado de la Farmacia,21.1513,-98.4067,33
349,Calle Querétaro,La Esperanza,,420,43000,Hidalgo,Huejutla de Reyes,23,Frente al Supermercado,21.1524,-98.4024,16
350,Calle Querétaro,El Castillo,,421,43000,Hidalgo,Huejutla de Reyes,24,Cerca del Hospital,21.1535,-98.4015,16
351,Calle Morelos,El Progreso,,422,43000,Hidalgo,Huejutla de Reyes,25,Frente al Jardín,21.1546,-98.4073,27
352,Calle Lerdo de Tejada,La Victoria,,423,43000,Hidalgo,Huejutla de Reyes,26,Cerca del Mercado Municipal,21.1557,-98.4061,29
353,Calle Independencia,Los Pinos,,424,43000,Hidalgo,Huejutla de Reyes,27,Frente al Centro de Salud,21.1568,-98.4018,32
354,Calle Venustiano Carranza,La Cima,,425,43000,Hidalgo,Huejutla de Reyes,28,Cerca del Colegio,21.1579,-98.4059,32
355,Calle Hidalgo,San Juan,,426,43000,Hidalgo,Huejutla de Reyes,29,Frente al Parque,21.1503,-98.4044,31
356,Calle 16 de Septiembre,El Rosario,,427,43000,Hidalgo,Huejutla de Reyes,30,A un lado de la Farmacia,21.1514,-98.4036,33
357,Calle Allende,El Encino,,428,43000,Hidalgo,Huejutla de Reyes,31,Frente al Supermercado,21.1525,-98.4094,27
358,Calle Juárez,San José,,429,43000,Hidalgo,Huejutla de Reyes,32,Cerca del Centro Cultural,21.1536,-98.4088,29
359,Calle Melchor Múzquiz,El Mirador,,430,43000,Hidalgo,Huejutla de Reyes,33,Frente a la Escuela,21.1547,-98.406,33
360,Calle Simón Bolívar,San Andrés,,431,43000,Hidalgo,Huejutla de Reyes,34,Cerca del Parque Infantil,21.1558,-98.4047,29
361,Calle López Mateos,La Joya,,432,43000,Hidalgo,Huejutla de Reyes,35,Frente a la Clínica,21.1569,-98.4071,28
362,Calle Lerdo de Tejada,Santa Clara,,433,43000,Hidalgo,Huejutla de Reyes,36,Cerca del Mercado,21.158,-98.4028,29
363,Calle Venustiano Carranza,San Luis,,434,43000,Hidalgo,Huejutla de Reyes,37,Frente al Centro de Salud,21.1591,-98.4063,16
364,Calle Hidalgo,El Álamo,,435,43000,Hidalgo,Huejutla de Reyes,1,A un lado del Supermercado,21.1504,-98.4081,33
365,Calle 16 de Septiembre,El Progreso,,436,43000,Hidalgo,Huejutla de Reyes,3,Cerca de la Iglesia,21.1515,-98.4017,27
366,Calle Galeana,La Palma,,437,43000,Hidalgo,Huejutla de Reyes,4,Frente al Mercado Municipal,21.1526,-98.4054,32
367,Calle Coyoacán,Santa Clara,,438,43000,Hidalgo,Huejutla de Reyes,5,Cerca del Supermercado,21.1537,-98.4077,33
368,Calle Insurgentes,La Merced,,439,43000,Hidalgo,Huejutla de Reyes,6,Frente a la Farmacia,21.1548,-98.4026,33
369,Calle Carranza,El Rosario,,440,43000,Hidalgo,Huejutla de Reyes,9,A un lado del Centro de Salud,21.1559,-98.4065,31
370,Calle Galindo,Las Flores,,441,43000,Hidalgo,Huejutla de Reyes,10,Cerca de la Plaza de Toros,21.157,-98.405,26
371,Calle Salazar,El Paraíso,,442,43000,Hidalgo,Huejutla de Reyes,11,Frente a la Escuela,21.1581,-98.4016,29
372,Calle Pino Suárez,Santa Rita,,443,43000,Hidalgo,Huejutla de Reyes,12,Cerca del Mercado,21.1592,-98.4048,32
373,Calle 5 de Febrero,El Mirador,,444,43000,Hidalgo,Huejutla de Reyes,13,Frente a la Clínica,21.1505,-98.4089,33
374,Calle Gómez Farías,La Joya,,445,43000,Hidalgo,Huejutla de Reyes,14,A un lado del Parque,21.1516,-98.4029,33
375,Calle Juan de la Barrera,Las Brisas,,446,43000,Hidalgo,Huejutla de Reyes,15,Cerca del Centro Comercial,21.1527,-98.4066,16
376,Calle Benjamín Hill,San Rafael,,447,43000,Hidalgo,Huejutla de Reyes,16,Frente a la Biblioteca,21.1538,-98.4043,29
377,Calle Matamoros,El Álamo,,448,43000,Hidalgo,Huejutla de Reyes,17,A un lado de la Farmacia,21.1549,-98.403,26
378,Calle Querétaro,La Esperanza,,449,43000,Hidalgo,Huejutla de Reyes,18,Frente al Supermercado,21.156,-98.4075,33
379,Calle Pedro Moreno,El Paraíso,,451,43000,Hidalgo,Huejutla de Reyes,19,Cerca de la Plaza Principal,21.151,-98.408,32
380,Calle 20 de Noviembre,El Mirador,,452,43000,Hidalgo,Huejutla de Reyes,20,Frente al Banco,21.1512,-98.4092,26
381,Calle Vicente Guerrero,San Antonio,,453,43000,Hidalgo,Huejutla de Reyes,21,A un lado del Parque,21.1514,-98.4104,33
382,Calle Independencia,El Roble,,454,43000,Hidalgo,Huejutla de Reyes,23,Frente a la Biblioteca,21.1516,-98.4116,33
383,Calle 16 de Septiembre,El Rosario,,461,43000,Hidalgo,Huejutla de Reyes,31,Frente al Centro de Salud,21.153,-98.42,27
384,Calle Venustiano Carranza,Las Flores,,462,43000,Hidalgo,Huejutla de Reyes,32,A un lado de la Plaza,21.1532,-98.4212,33
385,Calle José María Morelos,El Paraíso,,463,43000,Hidalgo,Huejutla de Reyes,33,Cerca del Mercado,21.1534,-98.4224,26
389,Calle Ignacio Allende,El Progreso,,204,43000,Hidalgo,Huejutla de Reyes,5,A un lado del Banco,21.1301,-98.4259,9
403,Calle 5 de Febrero,San Antonio,,218,43000,Hidalgo,Huejutla de Reyes,21,Cerca del Hospital,21.1305,-98.4295,10
408,Calle Pino Suárez,El Progreso,,223,43000,Hidalgo,Huejutla de Reyes,26,Frente a la Biblioteca,21.1303,-98.4275,9
454,Calle de la Libertad,Colonia La Joya,,301,43000,Hidalgo,Huejutla de Reyes,1,Cerca de la Plaza Principal,21.1508,-98.4203,32
455,Calle del Mezquite,Colonia El Roble,,302,43000,Hidalgo,Huejutla de Reyes,3,Frente a la Iglesia,21.1491,-98.4186,21
456,Calle de la Primavera,Colonia El Olmo,,303,43000,Hidalgo,Huejutla de Reyes,4,Cerca del Parque,21.1512,-98.4195,16
457,Calle de los Pinos,Colonia El Paraíso,,304,43000,Hidalgo,Huejutla de Reyes,5,Cerca del Gimnasio,21.152,-98.4212,27
458,Calle de la Esperanza,Colonia San Juan,,305,43000,Hidalgo,Huejutla de Reyes,6,Cerca del Mercado Municipal,21.1489,-98.4178,21
459,Calle del Sol,Colonia El Álamo,,306,43000,Hidalgo,Huejutla de Reyes,9,Frente a la Escuela Primaria,21.1502,-98.4205,33
460,Calle de la Luna,Colonia San Rafael,,307,43000,Hidalgo,Huejutla de Reyes,10,Cerca de la Biblioteca,21.1495,-98.4189,21
461,Calle del Cielo,Colonia La Joya,,308,43000,Hidalgo,Huejutla de Reyes,11,Frente al Centro de Salud,21.1518,-98.4192,33
462,Calle del Viento,Colonia El Roble,,309,43000,Hidalgo,Huejutla de Reyes,12,Cerca del Supermercado,21.1482,-98.421,21
463,Calle de las Flores,Colonia El Olmo,,310,43000,Hidalgo,Huejutla de Reyes,13,Cerca del Parque Infantil,21.1505,-98.4201,29
464,Calle del Arco,Colonia El Paraíso,,311,43000,Hidalgo,Huejutla de Reyes,14,Frente a la Plaza de la Cultura,21.1498,-98.4184,21
465,Calle de la Alegría,Colonia San Juan,,312,43000,Hidalgo,Huejutla de Reyes,15,Cerca de la Farmacia,21.151,-98.4198,33
466,Calle del Reloj,Colonia El Álamo,,313,43000,Hidalgo,Huejutla de Reyes,16,Frente al Teatro Municipal,21.1501,-98.4213,33
467,Calle del Río,Colonia San Rafael,,314,43000,Hidalgo,Huejutla de Reyes,17,Cerca del Cine,21.1485,-98.4197,21
468,Calle de los Robles,Colonia La Joya,,315,43000,Hidalgo,Huejutla de Reyes,18,Frente a la Panadería,21.1509,-98.4183,32
469,Calle del Sendero,Colonia El Roble,,316,43000,Hidalgo,Huejutla de Reyes,19,Cerca de la Casa de la Cultura,21.1493,-98.4207,21
470,Calle del Jazmín,Colonia El Paraíso,,318,43000,Hidalgo,Huejutla de Reyes,21,Frente a la Clínica,21.1515,-98.4211,29
471,Calle del Valle,Colonia San Juan,,319,43000,Hidalgo,Huejutla de Reyes,22,Cerca del Centro Cultural,21.1499,-98.4187,21
472,Calle de la Colina,Colonia El Álamo,,320,43000,Hidalgo,Huejutla de Reyes,23,Frente a la Escuela Secundaria,21.1506,-98.42,29
473,Calle del Águila,Colonia San Rafael,,321,43000,Hidalgo,Huejutla de Reyes,24,Cerca de la Plaza de la Ciudad,21.1492,-98.4182,21
474,Calle del Naranjo,Colonia La Joya,,322,43000,Hidalgo,Huejutla de Reyes,25,Frente al Hospital,21.1503,-98.4214,33
475,Calle de la Cascada,Colonia El Roble,,323,43000,Hidalgo,Huejutla de Reyes,26,Cerca del Jardín Botánico,21.1496,-98.4188,21
476,Calle del Mar,Colonia El Olmo,,324,43000,Hidalgo,Huejutla de Reyes,27,Frente a la Biblioteca Pública,21.1519,-98.4193,33
477,Calle del Jardín,Colonia El Paraíso,,325,43000,Hidalgo,Huejutla de Reyes,28,Cerca del Centro de Convenciones,21.1507,-98.4206,16
478,Calle de la Plaza,Colonia San Juan,,326,43000,Hidalgo,Huejutla de Reyes,29,Frente a la Plaza de Eventos,21.1484,-98.4194,21
479,Calle del Mirador,Colonia El Álamo,,327,43000,Hidalgo,Huejutla de Reyes,30,Cerca del Centro Médico,21.1508,-98.4215,33
480,Calle del Parque,Colonia San Rafael,,328,43000,Hidalgo,Huejutla de Reyes,31,Frente a la Estación de Bomberos,21.1497,-98.4204,21
481,Calle de los Olivos,Colonia La Joya,,329,43000,Hidalgo,Huejutla de Reyes,32,Cerca del Teatro de la Ciudad,21.1502,-98.4189,32
482,Calle del Boulevard,Colonia El Roble,,330,43000,Hidalgo,Huejutla de Reyes,33,Frente a la Casa del Arte,21.1493,-98.4203,21
483,Calle del Rio,Colonia El Paraíso,,332,43000,Hidalgo,Huejutla de Reyes,35,Frente a la Oficina de Turismo,21.1511,-98.4208,28
484,Calle de los Álamos,Colonia El Bosque,,351,43000,Hidalgo,Huejutla de Reyes,1,Cerca de la biblioteca central,21.1512,-98.4223,27
485,Calle de los Cedros,Colonia La Hacienda,,352,43000,Hidalgo,Huejutla de Reyes,3,Frente al parque central,21.1525,-98.4218,27
486,Calle del Encino,Colonia Las Flores,,353,43000,Hidalgo,Huejutla de Reyes,4,Cerca de la clínica del IMSS,21.1506,-98.4207,33
487,Calle del Pino,Colonia San Antonio,,354,43000,Hidalgo,Huejutla de Reyes,5,Frente al mercado municipal,21.1498,-98.4196,21
488,Calle del Sauce,Colonia El Retiro,,355,43000,Hidalgo,Huejutla de Reyes,6,Cerca del centro deportivo,21.1503,-98.4215,16
489,Calle del Ciprés,Colonia Los Pinos,,356,43000,Hidalgo,Huejutla de Reyes,9,Frente a la iglesia,21.1517,-98.422,32
490,Calle del Fresno,Colonia La Esperanza,,357,43000,Hidalgo,Huejutla de Reyes,10,Cerca de la estación de bomberos,21.1521,-98.4209,33
491,Calle del Nogal,Colonia Los Álamos,,358,43000,Hidalgo,Huejutla de Reyes,11,Frente a la escuela primaria,21.1514,-98.4213,31
492,Calle del Roble,Colonia La Joya,,359,43000,Hidalgo,Huejutla de Reyes,12,Cerca del supermercado,21.1495,-98.4204,21
493,Calle del Sabino,Colonia San Pedro,,360,43000,Hidalgo,Huejutla de Reyes,13,Frente al hospital general,21.15,-98.4211,29
494,Calle del Laurel,Colonia La Joya,,361,43000,Hidalgo,Huejutla de Reyes,14,Cerca del parque recreativo,21.1522,-98.4205,33
495,Calle del Manzano,Colonia El Rosario,,362,43000,Hidalgo,Huejutla de Reyes,15,Frente a la casa de la cultura,21.1501,-98.4224,27
496,Calle del Olivo,Colonia Las Américas,,363,43000,Hidalgo,Huejutla de Reyes,16,Cerca de la biblioteca pública,21.1516,-98.4212,33
497,Calle del Sauce,Colonia El Retiro,,364,43000,Hidalgo,Huejutla de Reyes,17,Frente al centro de salud,21.1504,-98.4198,16
498,Calle del Ciruelo,Colonia San Rafael,,365,43000,Hidalgo,Huejutla de Reyes,18,Cerca del teatro municipal,21.1497,-98.421,33
499,Calle del Abedul,Colonia La Hacienda,,366,43000,Hidalgo,Huejutla de Reyes,19,Frente al centro comercial,21.151,-98.4225,27
500,Calle del Tejo,Colonia Los Pinos,,367,43000,Hidalgo,Huejutla de Reyes,20,Cerca del parque infantil,21.1508,-98.4208,27
501,Calle del Toronjo,Colonia San Juan,,368,43000,Hidalgo,Huejutla de Reyes,21,Frente a la clínica dental,21.1524,-98.4219,33
502,Calle del Cedro,Colonia El Olmo,,369,43000,Hidalgo,Huejutla de Reyes,22,Cerca de la panadería,21.1502,-98.4203,32
503,Calle del Granado,Colonia La Joya,,370,43000,Hidalgo,Huejutla de Reyes,23,Frente al banco,21.1496,-98.422,21
